episode,score,total_score,eval_score,d2qn_score,d2qn_total_score,d2qn_eval_score
,,,,11,209881,158.06
,,,,10,209891,158.06
,,,,13,209904,158.06
,,,,12,209916,158.06
,,,,12,209928,158.07
,,,,12,209940,158.07
,,,,11,209951,158.07
,,,,10,209961,158.07
,,,,13,209974,158.08
,,,,11,209985,158.08
,,,,11,209996,158.08
,,,,11,210007,158.08
,,,,10,210017,158.09
,,,,11,210028,158.09
,,,,13,210041,158.09
,,,,11,210052,158.09
,,,,13,210065,158.1
,,,,13,210078,158.1
,,,,10,210088,158.1
,,,,14,210102,158.1
,,,,13,210115,158.11
,,,,11,210126,158.11
,,,,11,210137,158.11
,,,,13,210150,158.11
,,,,15,210165,158.12
,,,,15,210180,158.12
,,,,16,210196,158.12
,,,,18,210214,158.13
,,,,12,210226,158.13
,,,,16,210242,158.13
,,,,13,210255,158.13
,,,,16,210271,158.14
,,,,15,210286,158.14
,,,,16,210302,158.14
,,,,15,210317,158.15
,,,,14,210331,158.15
,,,,14,210345,158.15
,,,,14,210359,158.16
,,,,18,210377,158.16
,,,,18,210395,158.16
,,,,17,210412,158.17
,,,,17,210429,158.17
,,,,16,210445,158.17
,,,,15,210460,158.18
,,,,20,210480,158.18
,,,,20,210500,158.19
,,,,23,210523,158.19
,,,,20,210543,158.19
,,,,19,210562,158.2
,,,,18,210580,158.2
,,,,24,210604,158.21
,,,,20,210624,158.21
,,,,25,210649,158.22
,,,,27,210676,158.22
,,,,29,210705,158.23
,,,,94,210799,158.25
,,,,108,210907,158.27
,,,,136,211043,158.3
,,,,500,211543,158.4
,,,,127,211670,158.43
,,,,103,211773,158.45
,,,,103,211876,158.47
,,,,100,211976,158.49
,,,,109,212085,158.51
,,,,101,212186,158.53
,,,,104,212290,158.56
,,,,104,212394,158.58
,,,,101,212495,158.6
,,,,103,212598,158.62
,,,,109,212707,158.64
,,,,114,212821,158.67
,,,,108,212929,158.69
,,,,108,213037,158.71
,,,,100,213137,158.73
,,,,97,213234,158.75
,,,,108,213342,158.77
,,,,103,213445,158.79
,,,,109,213554,158.82
,,,,105,213659,158.84
,,,,110,213769,158.86
,,,,98,213867,158.88
,,,,99,213966,158.9
,,,,114,214080,158.93
,,,,103,214183,158.95
,,,,101,214284,158.97
,,,,106,214390,158.99
,,,,110,214500,159.01
,,,,114,214614,159.04
,,,,104,214718,159.06
,,,,109,214827,159.08
,,,,117,214944,159.1
,,,,107,215051,159.13
,,,,118,215169,159.15
,,,,96,215265,159.17
,,,,100,215365,159.19
,,,,105,215470,159.21
,,,,94,215564,159.23
,,,,100,215664,159.25
,,,,98,215762,159.27
,,,,58,215820,159.29
,,,,61,215881,159.3
,,,,68,215949,159.31
,,,,52,216001,159.32
,,,,59,216060,159.34
,,,,47,216107,159.35
,,,,44,216151,159.35
,,,,47,216198,159.36
,,,,55,216253,159.38
,,,,59,216312,159.39
,,,,63,216375,159.4
,,,,38,216413,159.41
,,,,54,216467,159.42
,,,,50,216517,159.43
,,,,50,216567,159.44
,,,,56,216623,159.45
,,,,44,216667,159.46
,,,,43,216710,159.47
,,,,33,216743,159.48
,,,,40,216783,159.49
,,,,52,216835,159.5
,,,,42,216877,159.5
,,,,50,216927,159.51
,,,,30,216957,159.52
,,,,42,216999,159.53
,,,,57,217056,159.54
,,,,48,217104,159.55
,,,,50,217154,159.56
,,,,65,217219,159.58
,,,,56,217275,159.59
,,,,45,217320,159.6
,,,,65,217385,159.61
,,,,46,217431,159.62
,,,,55,217486,159.63
,,,,52,217538,159.64
,,,,67,217605,159.66
,,,,58,217663,159.67
,,,,63,217726,159.68
,,,,72,217798,159.7
,,,,83,217881,159.71
,,,,153,218034,159.74
,,,,125,218159,159.77
,,,,160,218319,159.8
,,,,223,218542,159.85
,,,,154,218696,159.88
,,,,208,218904,159.92
,,,,199,219103,159.97
,,,,500,219603,160.07
,,,,500,220103,160.17
,,,,266,220369,160.23
,,,,285,220654,160.29
,,,,311,220965,160.35
,,,,326,221291,160.42
,,,,309,221600,160.48
,,,,332,221932,160.55
,,,,324,222256,160.62
,,,,382,222638,160.7
,,,,421,223059,160.78
,,,,393,223452,160.86
,,,,405,223857,160.95
,,,,383,224240,161.03
,,,,381,224621,161.11
,,,,354,224975,161.18
,,,,373,225348,161.26
,,,,370,225718,161.33
,,,,372,226090,161.41
,,,,373,226463,161.49
,,,,374,226837,161.57
,,,,395,227232,161.65
,,,,314,227546,161.71
,,,,263,227809,161.77
,,,,232,228041,161.81
,,,,220,228261,161.86
,,,,189,228450,161.9
,,,,177,228627,161.94
,,,,179,228806,161.97
,,,,168,228974,162.01
,,,,145,229119,162.04
,,,,148,229267,162.07
,,,,146,229413,162.1
,,,,142,229555,162.13
,,,,142,229697,162.16
,,,,123,229820,162.18
,,,,153,229973,162.21
,,,,157,230130,162.25
,,,,134,230264,162.27
,,,,174,230438,162.31
,,,,163,230601,162.34
,,,,141,230742,162.37
,,,,144,230886,162.4
,,,,123,231009,162.43
,,,,151,231160,162.46
,,,,146,231306,162.49
,,,,116,231422,162.51
,,,,145,231567,162.54
,,,,140,231707,162.57
,,,,140,231847,162.6
,,,,157,232004,162.63
,,,,160,232164,162.67
,,,,170,232334,162.7
,,,,172,232506,162.74
,,,,173,232679,162.77
,,,,206,232885,162.82
,,,,237,233122,162.87
,,,,216,233338,162.91
,,,,222,233560,162.96
,,,,244,233804,163.01
,,,,244,234048,163.06
,,,,257,234305,163.11
,,,,356,234661,163.18
,,,,265,234926,163.24
,,,,280,235206,163.3
,,,,309,235515,163.36
,,,,241,235756,163.41
,,,,284,236040,163.47
,,,,354,236394,163.54
,,,,272,236666,163.6
,,,,283,236949,163.66
,,,,368,237317,163.73
,,,,323,237640,163.8
,,,,310,237950,163.86
,,,,500,238450,163.97
,,,,307,238757,164.03
,,,,426,239183,164.12
,,,,295,239478,164.18
,,,,388,239866,164.26
,,,,500,240366,164.36
,,,,403,240769,164.45
,,,,341,241110,164.52
,,,,498,241608,164.62
,,,,500,242108,164.72
,,,,384,242492,164.8
,,,,500,242992,164.91
,,,,333,243325,164.98
,,,,476,243801,165.07
,,,,500,244301,165.18
,,,,394,244695,165.26
,,,,500,245195,165.36
,,,,500,245695,165.47
,,,,451,246146,165.56
,,,,367,246513,165.64
,,,,317,246830,165.7
,,,,404,247234,165.78
,,,,500,247734,165.89
,,,,390,248124,165.97
,,,,500,248624,166.07
,,,,362,248986,166.15
,,,,306,249292,166.21
,,,,324,249616,166.28
,,,,489,250105,166.38
,,,,500,250605,166.48
,,,,241,250846,166.53
,,,,393,251239,166.61
,,,,375,251614,166.69
,,,,236,251850,166.74
,,,,235,252085,166.79
,,,,309,252394,166.85
,,,,233,252627,166.9
,,,,210,252837,166.94
,,,,177,253014,166.98
,,,,196,253210,167.02
,,,,180,253390,167.06
,,,,164,253554,167.09
,,,,186,253740,167.13
,,,,199,253939,167.17
,,,,143,254082,167.2
,,,,175,254257,167.24
,,,,166,254423,167.27
,,,,206,254629,167.31
,,,,328,254957,167.38
,,,,172,255129,167.42
,,,,496,255625,167.52
,,,,297,255922,167.58
,,,,351,256273,167.65
,,,,289,256562,167.71
,,,,314,256876,167.78
,,,,435,257311,167.87
,,,,500,257811,167.97
,,,,500,258311,168.08
,,,,267,258578,168.13
,,,,263,258841,168.19
,,,,500,259341,168.29
,,,,487,259828,168.39
,,,,453,260281,168.48
,,,,500,260781,168.59
,,,,500,261281,168.69
,,,,500,261781,168.79
,,,,500,262281,168.9
,,,,500,262781,169
,,,,224,263005,169.05
,,,,214,263219,169.09
,,,,298,263517,169.15
,,,,318,263835,169.22
,,,,500,264335,169.32
,,,,465,264800,169.42
,,,,500,265300,169.52
,,,,500,265800,169.63
,,,,225,266025,169.67
,,,,430,266455,169.76
,,,,500,266955,169.86
,,,,500,267455,169.97
,,,,500,267955,170.07
,,,,267,268222,170.13
,,,,299,268521,170.19
,,,,466,268987,170.29
,,,,419,269406,170.37
,,,,500,269906,170.48
,,,,447,270353,170.57
,,,,231,270584,170.62
,,,,500,271084,170.72
,,,,268,271352,170.77
,,,,500,271852,170.88
,,,,396,272248,170.96
,,,,348,272596,171.03
,,,,144,272740,171.06
,,,,297,273037,171.12
,,,,500,273537,171.23
,,,,156,273693,171.26
,,,,500,274193,171.36
,,,,167,274360,171.4
,,,,141,274501,171.43
,,,,178,274679,171.46
,,,,175,274854,171.5
,,,,457,275311,171.59
,,,,218,275529,171.64
,,,,378,275907,171.72
,,,,432,276339,171.81
,,,,500,276839,171.91
,,,,344,277183,171.98
,,,,500,277683,172.08
,,,,155,277838,172.12
,,,,428,278266,172.2
,,,,500,278766,172.31
,,,,228,278994,172.36
,,,,500,279494,172.46
,,,,500,279994,172.56
,,,,475,280469,172.66
,,,,452,280921,172.75
,,,,500,281421,172.86
,,,,434,281855,172.95
,,,,432,282287,173.04
,,,,435,282722,173.13
,,,,418,283140,173.21
,,,,500,283640,173.32
,,,,500,284140,173.42
,,,,500,284640,173.52
,,,,500,285140,173.63
,,,,447,285587,173.72
,,,,405,285992,173.8
,,,,344,286336,173.87
,,,,376,286712,173.95
,,,,358,287070,174.03
,,,,319,287389,174.09
,,,,411,287800,174.18
,,,,439,288239,174.27
,,,,377,288616,174.35
,,,,101,288717,174.37
,,,,143,288860,174.4
,,,,356,289216,174.47
,,,,91,289307,174.49
,,,,118,289425,174.51
,,,,220,289645,174.56
,,,,350,289995,174.63
,,,,212,290207,174.68
,,,,312,290519,174.74
,,,,483,291002,174.84
,,,,337,291339,174.91
,,,,255,291594,174.96
,,,,283,291877,175.02
,,,,481,292358,175.12
,,,,336,292694,175.19
,,,,500,293194,175.29
,,,,500,293694,175.4
,,,,500,294194,175.5
,,,,417,294611,175.59
,,,,450,295061,175.68
,,,,500,295561,175.78
,,,,412,295973,175.87
,,,,500,296473,175.97
,,,,438,296911,176.06
,,,,500,297411,176.17
,,,,500,297911,176.27
,,,,500,298411,176.37
,,,,500,298911,176.48
,,,,500,299411,176.58
,,,,447,299858,176.67
,,,,417,300275,176.76
,,,,500,300775,176.86
,,,,500,301275,176.96
,,,,458,301733,177.06
,,,,418,302151,177.15
,,,,438,302589,177.24
,,,,500,303089,177.34
,,,,500,303589,177.44
,,,,500,304089,177.55
